Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,40,470,-0.943745281,Jake Wiley,,FA,F,5,6.65,0.8,0.2,2.2,0.4,0.2,0,0.25,0.8,0.5,0.4,0,-2.79291125,-1.426618603,-1.301796654,-1.352063362,-1.901783144,-1.309572797,-0.249735519,-0.4145854,2.255359198
,40,472,-0.95327455,Ike Anigbogu,,IND,F,11,2.707575758,1.181818182,0,0.818181818,0,0.090909091,0.272727273,0.444444444,0.818181818,0.833333333,0.545454545,0.181818182,-2.718065356,-1.650686565,-1.828478908,-1.54676991,-2.15836991,-0.755835981,0.019541777,0.026075111,2.033118792
,40,478,-0.976237919,Jabari Bird,,BOS,G,13,8.81025641,3,0.230769231,1.461538462,0.615384615,0.230769231,0.076923077,0.555555556,2.076923077,0.461538462,1,0.615384615,-2.361656335,-1.392146609,-1.583262474,-1.247221375,-1.829412518,-1.153390618,0.361848702,-1.08406095,1.503160902
,41,489,-0.99487791,D.J. Wilson,,MIL,F,22,3.228787879,0.954545455,0.090909091,0.454545455,0.136363636,0.136363636,0.045454545,0.5625,0.727272727,0.5,0.090909091,0.181818182,-2.762616483,-1.548837491,-1.967079502,-1.480392678,-2.051458757,-1.217283328,0.17285402,-0.13220576,2.033118792
,41,491,-0.997417355,Caleb Swanigan,,POR,F,28,7.044642857,2.285714286,0.035714286,2,0.535714286,0.178571429,0.107142857,0.387096774,2.214285714,0.681818182,0.785714286,0.678571429,-2.501674164,-1.610674429,-1.37802698,-1.286002212,-1.952184116,-1.092033334,-0.26576304,-0.316324178,1.425926256
,42,498,-1.012719914,Thomas Bryant,,LAL,C,15,4.817777778,1.466666667,0.066666667,1.133333333,0.4,0.066666667,0.133333333,0.380952381,1.4,0.555555556,0.6,0.133333333,-2.662227942,-1.575997244,-1.708358394,-1.352063362,-2.215389191,-1.038857021,-0.161817259,-0.492151712,2.092382901
,42,502,-1.026643386,Tony Bradley,,UTA,C,10,3.1,1,0,1.2,0.1,0,0,0.307692308,1.3,1,0.2,0,-2.753706258,-1.650686565,-1.682948285,-1.498093273,-2.372192214,-1.309572797,-0.311530889,0.083580614,2.255359198
,43,505,-1.030177935,Ben Moore,,IND,F,2,4.641666667,0,0,0.5,0.5,0,0,0,0,0,0,0,-2.949731219,-1.650686565,-1.949754427,-1.303386725,-2.372192214,-1.309572797,0.057516264,-0.049152925,2.255359198
,43,511,-1.041623085,Kadeem Allen,,BOS,G,18,5.951851852,1.055555556,0,0.611111111,0.666666667,0.166666667,0.111111111,0.272727273,1.222222222,0.777777778,0.5,0.5,-2.742815982,-1.650686565,-1.907404246,-1.222258997,-1.980184656,-1.083976317,-0.363660259,-0.06781883,1.644198083
,43,515,-1.058284696,Xavier Rathan-Mayes,,FA,G,5,23.56,5.8,0.2,1,3.6,1.2,0.6,0.285714286,8.4,0.444444444,1.8,2.2,-1.812786443,-1.426618603,-1.759178612,0.20558902,0.450262207,-0.091351802,-2.647679482,-2.009048839,-0.43374971
,44,521,-1.072930246,London Perrantes,,CLE,G,14,4.678571429,0.5,0,0.285714286,0.357142857,0.142857143,0.071428571,0.153846154,0.928571429,0.6,0.357142857,0.071428571,-2.851718738,-1.650686565,-2.031429777,-1.372924778,-2.036185736,-1.164546488,-0.454159311,-0.262771286,2.168050467
,44,523,-1.078395601,Tyler Lydon,Out for season - left knee surgery (0g),DEN,F,1,2.166666667,0,0,0,0,0,0,0,0,0,0,0,-2.949731219,-1.650686565,-2.140330243,-1.54676991,-2.372192214,-1.309572797,0.057516264,-0.049152925,2.255359198
,44,524,-1.08188175,Erik McCree,,UTA,F,4,1.875,0,0,0.25,0,0.25,0,0,0.5,0,0,0.25,-2.949731219,-1.650686565,-2.045042335,-1.54676991,-1.784180877,-1.309572797,-0.351577758,-0.049152925,1.94977864
,44,525,-1.084945517,Matt Williams,Note - waived by heat,FA,F,3,3.8,1.666666667,0.333333333,0.333333333,0,0,0,0.333333333,2,0,0,0.333333333,-2.62302295,-1.277239962,-2.013279699,-1.54676991,-2.372192214,-1.309572797,-0.421197651,-0.049152925,1.847918454
,44,528,-1.097784685,P.J. Dozier,,OKC,G,2,1.591666667,1,0,0.5,0,0,0,0.5,1,0,0,0.5,-2.753706258,-1.650686565,-1.949754427,-1.54676991,-2.372192214,-1.309572797,0.107574849,-0.049152925,1.644198083
,45,533,-1.122271893,Charles Cooke,,NOR,G,13,2.930769231,0.461538462,0.076923077,0.153846154,0.076923077,0.076923077,0,0.142857143,1.076923077,0.5,0.153846154,0.076923077,-2.85925816,-1.564506579,-2.081691531,-1.509326343,-2.191265649,-1.309572797,-0.556456513,-0.189703877,2.161334411
,45,536,-1.126955203,Chris Boucher,,GSW,F,1,1.316666667,0,0,1,0,0,0,0,1,0,0,0,-2.949731219,-1.650686565,-1.759178612,-1.54676991,-2.372192214,-1.309572797,-0.76067178,-0.049152925,2.255359198
